City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,colgong,25.2667,87.2167,59.81,58,0,2.01,IN,1675802251
367,maku,39.2911,44.4521,36.21,51,75,6.91,IR,1675802251
368,biak,-0.9131,122.8766,76.28,82,100,4.03,ID,1675802252
369,fare,-16.7,-151.0167,80.55,72,20,12.37,PF,1675802252
370,standish,43.9831,-83.9589,41.0,88,100,14.47,US,1675802126
371,macapa,0.0389,-51.0664,78.78,100,100,5.75,BR,1675802253
372,yulara,-25.2406,130.9889,77.04,25,0,5.68,AU,1675802253
373,nishihara,26.1842,127.7558,67.28,86,75,10.36,JP,1675802254
374,north bend,43.4065,-124.2243,52.07,87,100,9.22,US,1675801856
375,murray bridge,-35.1167,139.2667,59.34,64,0,1.81,AU,1675802254
376,fethiye,36.6217,29.1164,42.67,55,3,10.87,TR,1675802255
377,saint-pierre,-21.3393,55.4781,78.48,78,20,10.36,RE,1675801874
378,mercedes,-34.6515,-59.4307,97.03,13,0,8.12,AR,1675802255
379,torbay,47.6666,-52.7314,23.58,82,100,23.0,CA,1675801896
380,port moresby,-9.4431,147.1797,76.3,85,100,9.22,PG,1675801956
381,pacific grove,36.6177,-121.9166,60.55,65,0,8.05,US,1675802256
382,saveh,35.0213,50.3566,45.93,52,35,20.38,IR,1675802257
383,besikduzu,41.052,39.2284,42.69,83,100,15.93,TR,1675802257
384,necochea,-38.5473,-58.7368,84.45,50,31,17.72,AR,1675802257
385,turukhansk,65.8167,87.9833,4.59,96,100,6.73,RU,1675802258
386,la romana,18.4273,-68.9728,84.56,58,75,28.77,DO,1675802258
387,say,13.1007,2.3689,86.56,12,100,9.98,NE,1675802258
388,heyang,26.1011,107.473,43.77,96,100,3.15,CN,1675802259
389,dong hoi,17.4833,106.6,71.38,97,69,5.35,VN,1675802259
390,honningsvag,70.9821,25.9704,35.35,69,100,25.32,NO,1675802259
391,ust-maya,60.4167,134.5333,-35.32,100,100,1.12,RU,1675802260
392,palora,-1.7,-77.9333,80.71,74,39,3.02,EC,1675802260
393,mayo,38.8876,-76.5119,51.67,67,0,12.66,US,1675801937
394,titisee-neustadt,47.9,8.1667,24.49,86,22,1.99,DE,1675802261
395,nosy varika,-20.5833,48.5333,74.44,88,100,4.76,MG,1675802261
396,klaksvik,62.2266,-6.589,47.32,82,100,52.48,FO,1675802262
397,gunjur,13.2019,-16.7339,73.47,56,0,8.05,GM,1675802262
398,colonia,50.9333,6.95,34.95,68,0,3.44,DE,1675801982
399,banposh,22.25,84.8,58.21,38,0,0.25,IN,1675802262
400,cabangahan,9.0781,122.9469,77.07,80,100,11.61,PH,1675802263
401,tura,25.5198,90.2201,58.62,51,6,2.84,IN,1675802220
402,saldanha,-33.0117,17.9442,65.26,89,49,23.96,ZA,1675801885
403,trelew,-43.249,-65.3051,76.93,31,45,17.92,AR,1675802234
404,baijiantan,45.6333,85.1833,11.43,95,100,1.59,CN,1675802264
405,ewo,-0.8725,14.8206,77.59,66,83,2.84,CG,1675802264
406,guerrero negro,27.9769,-114.0611,70.3,20,1,3.89,MX,1675801844
407,masindi,1.6744,31.715,76.8,32,48,2.89,UG,1675802265
408,sussex,41.1834,-74.6663,40.6,56,0,9.22,US,1675802265
409,havoysund,70.9963,24.6622,35.83,70,59,31.25,NO,1675802266
410,lamu,-2.2717,40.902,79.02,88,43,11.99,KE,1675802266
411,birjand,32.8663,59.2211,48.67,66,75,9.22,IR,1675802266
412,rio muerto,27.4167,-110.2333,73.92,10,24,17.56,MX,1675802268
413,nichinan,31.6,131.3667,53.04,89,100,3.94,JP,1675802268
414,paramonga,-10.6667,-77.8333,76.95,71,12,8.99,PE,1675802268
415,big rapids,43.6981,-85.4837,38.7,78,100,16.11,US,1675802269
416,evensk,61.95,159.2333,-23.03,75,74,8.68,RU,1675802269
417,nizhniy tsasuchey,50.5167,115.1333,0.46,92,8,8.14,RU,1675802269
418,chahal,15.75,-89.5667,83.1,53,86,4.68,GT,1675802270
419,labuhan,-6.8844,112.2051,75.9,89,100,8.03,ID,1675801960
420,mogadishu,2.0371,45.3438,76.69,86,54,19.66,SO,1675802270
421,san cristobal,7.7669,-72.225,82.29,41,32,4.21,VE,1675801980
422,muzhi,65.3667,64.6667,0.61,92,95,10.76,RU,1675802271
423,nouadhibou,20.931,-17.0347,64.38,63,0,18.41,MR,1675802271
424,dalhousie,32.5333,75.9833,34.14,47,2,10.2,IN,1675802272
425,wau,7.7029,27.9953,78.71,16,12,5.37,SS,1675802272
426,gamba,-2.65,10.0,78.24,79,99,2.17,GA,1675802272
427,broome,42.2506,-75.833,42.46,63,20,13.8,US,1675802273
428,namibe,-15.1961,12.1522,71.38,74,71,9.62,AO,1675802160
429,havelock,34.8791,-76.9013,66.16,50,0,9.22,US,1675802273
430,ibanda,-2.7974,32.4746,67.3,74,77,4.94,TZ,1675802274
431,soure,-0.7167,-48.5233,78.69,84,83,11.65,BR,1675802274
432,sovetskiy,61.3614,63.5842,-17.84,100,98,3.53,RU,1675802274
433,tessalit,20.1986,1.0114,75.15,14,96,2.46,ML,1675802275
434,riyadh,24.6877,46.7219,60.94,34,88,8.77,SA,1675802275
435,okhotsk,59.3833,143.3,-13.29,86,98,9.57,RU,1675802275
436,quelimane,-17.8786,36.8883,78.01,90,98,5.23,MZ,1675801966
437,birao,10.2849,22.7882,76.03,14,75,9.31,CF,1675802216
438,conceicao do araguaia,-8.2578,-49.2647,79.61,85,98,2.73,BR,1675802276
439,tuatapere,-46.1333,167.6833,51.31,81,68,13.58,NZ,1675801935
440,fougamou,-1.2154,10.5838,75.18,95,67,1.1,GA,1675802276
441,cidreira,-30.1811,-50.2056,77.79,69,11,9.91,BR,1675801973
442,russell,32.3502,-85.1999,72.55,35,69,8.05,US,1675802277
443,turbat,26.0023,63.044,67.33,39,2,2.04,PK,1675802277
444,orchard homes,46.8633,-114.0484,47.28,55,100,6.91,US,1675802277
445,ketchikan,55.3422,-131.6461,37.38,93,75,6.91,US,1675802105
446,konevo,62.1215,39.3192,27.97,91,100,10.85,RU,1675802278
447,kloulklubed,7.0419,134.2556,77.5,77,100,18.39,PW,1675802278
448,barkot,30.8167,78.2,44.02,39,0,5.41,IN,1675802278
449,davila,18.4726,120.5763,76.26,83,1,11.97,PH,1675802279
450,naze,28.3667,129.4833,61.72,71,75,11.01,JP,1675802279
451,kieta,-6.2167,155.6333,80.17,83,100,5.23,PG,1675802279
452,vostok,46.4856,135.8833,-1.95,99,100,4.16,RU,1675802280
453,kikwit,-5.041,18.8162,74.61,73,83,2.35,CD,1675802280
454,meulaboh,4.1363,96.1285,75.18,83,100,2.98,ID,1675802280
455,amudat,1.95,34.95,73.54,41,13,5.84,UG,1675802281
456,ahuimanu,21.4447,-157.8378,80.31,81,75,13.8,US,1675802281
457,marawi,7.9986,124.2928,63.12,93,100,1.25,PH,1675802282
458,les cayes,18.2,-73.75,81.79,62,17,10.4,HT,1675802283
459,kochevo,59.5994,54.3125,3.09,98,100,5.59,RU,1675802283
460,martapura,-3.4167,114.85,75.29,94,100,2.3,ID,1675801986
461,vitim,59.4511,112.5578,-5.67,99,100,2.91,RU,1675801926
462,ulagan,50.6321,87.9563,-7.46,95,92,2.46,RU,1675802284
463,barillas,15.8036,-91.3158,71.46,47,7,4.85,GT,1675802285
464,dudinka,69.4058,86.1778,-11.36,100,95,3.85,RU,1675802286
465,ayagoz,47.9714,80.4392,20.12,93,100,7.2,KZ,1675802286
466,kruszwica,52.6756,18.3313,30.15,81,100,1.92,PL,1675802287
467,padampur,29.6833,73.6167,56.8,34,5,5.46,IN,1675802288
468,muisne,0.6,-80.0333,81.34,75,2,9.48,EC,1675802288
469,almaznyy,48.0448,40.045,16.18,86,97,18.61,RU,1675802290
470,hambantota,6.1241,81.1185,76.17,85,97,11.86,LK,1675802146
471,conde,-7.2597,-34.9075,83.66,54,0,14.97,BR,1675802099
472,pucara,-15.9803,-71.4606,44.73,90,97,9.73,PE,1675802293
473,berea,41.3662,-81.8543,55.38,50,75,14.97,US,1675802296
474,piranshahr,36.701,45.1413,25.83,95,54,7.2,IR,1675802296
475,santa cruz,-17.8,-63.1667,85.46,65,75,9.22,BO,1675802297
476,budureasa,46.6667,22.5,18.46,87,62,4.85,RO,1675802298
477,rolla,37.9514,-91.7713,49.23,60,0,5.75,US,1675802298
478,riberalta,-10.9833,-66.1,89.8,58,75,6.91,BO,1675802299
479,kipushi,-11.7667,27.2333,60.58,97,100,3.53,CD,1675802299
480,seoul,37.5683,126.9778,27.84,93,0,2.3,KR,1675802300
481,bato,13.3528,123.3677,71.82,95,100,3.24,PH,1675802301
482,kalmunai,7.4167,81.8167,76.57,87,68,7.74,LK,1675802302
483,launceston,-41.45,147.1667,57.61,70,100,12.66,AU,1675801904
484,igarka,67.4667,86.5833,-4.81,100,95,3.58,RU,1675802304
485,chapais,49.7834,-74.8492,20.98,94,100,13.89,CA,1675802013
486,victor harbor,-35.5667,138.6167,59.68,75,1,8.08,AU,1675802306
487,srednekolymsk,67.45,153.6833,-31.68,99,100,5.37,RU,1675802307
488,aripuana,-9.1667,-60.6333,74.03,98,99,1.7,BR,1675802113
489,bonavista,48.6499,-53.1147,21.99,66,100,20.42,CA,1675802308
490,borujerd,33.8973,48.7516,35.83,72,8,11.92,IR,1675802308
491,laguna,38.421,-121.4238,59.31,61,0,1.99,US,1675801922
492,savannah bight,16.45,-85.85,79.25,80,12,23.0,HN,1675802309
493,shingu,33.7333,135.9833,43.2,85,2,7.07,JP,1675801980
494,nalut,30.3333,10.85,61.47,34,100,15.43,LY,1675802309
495,ahipara,-35.1667,173.1667,68.61,64,97,6.49,NZ,1675802310
496,dolinsk,47.35,142.8,8.06,96,86,2.66,RU,1675802310
497,duminichi,53.9345,35.1099,7.39,99,67,1.05,RU,1675802311
498,newport,51.5877,-2.9984,41.11,85,13,1.28,GB,1675802279
499,lagoa,39.05,-27.9833,56.16,58,100,17.34,PT,1675802315
500,iquitos,-3.7481,-73.2472,80.64,83,40,8.05,PE,1675802251
501,peniche,39.3558,-9.3811,51.46,70,5,8.55,PT,1675801976
502,gao,16.6362,1.637,79.93,13,88,9.93,ML,1675802321
503,deputatskiy,69.3,139.9,-46.77,99,58,4.27,RU,1675801984
504,hohhot,40.8106,111.6522,12.49,79,0,6.71,CN,1675802322
505,namatanai,-3.6667,152.4333,79.05,84,100,6.38,PG,1675802322
506,maryborough,-25.5333,152.7,75.6,67,100,8.05,AU,1675802322
507,biltine,14.5333,20.9167,73.13,17,94,18.68,TD,1675802323
508,kudahuvadhoo,2.6708,72.8944,80.56,74,39,8.68,MV,1675801924
509,byron bay,-28.65,153.6167,65.95,70,95,6.15,AU,1675802115
510,miri,4.4148,114.0089,74.75,90,100,4.03,MY,1675802324
511,muros,42.7762,-9.0603,48.09,63,3,19.86,ES,1675801856
512,mandurah,-32.55,115.7,64.9,87,0,8.88,AU,1675802325
513,chandur bazar,21.2417,77.7456,67.77,32,2,7.45,IN,1675802325
514,komsomolskiy,40.4272,71.7189,36.32,80,11,9.22,UZ,1675802287
515,kibuye,-2.0597,29.3482,67.08,71,100,2.86,RW,1675802326
516,batagay,67.6333,134.6333,-56.65,99,46,2.8,RU,1675802326
517,great yarmouth,52.6083,1.7305,38.95,85,52,6.35,GB,1675802326
518,altamira,-3.2033,-52.2064,82.49,78,75,2.3,BR,1675802326
519,coquimbo,-29.9533,-71.3436,67.73,77,75,13.8,CL,1675802230
520,sao gabriel da cachoeira,-0.1303,-67.0892,80.53,93,94,0.81,BR,1675802327
521,kaspiysk,42.8816,47.6392,28.58,74,40,31.0,RU,1675802327
522,ucluelet,48.9329,-125.5528,48.51,92,26,5.99,CA,1675802328
523,acajutla,13.5928,-89.8275,85.64,51,15,8.05,SV,1675802328
524,kahului,20.8947,-156.47,79.97,77,40,19.57,US,1675801849
525,pathein,16.7833,94.7333,67.08,70,44,6.91,MM,1675802328
526,nzega,-2.479,29.5564,57.52,81,100,3.18,RW,1675802329
527,cayenne,4.9333,-52.3333,82.44,74,40,14.97,GF,1675801614
528,koungou,-12.7336,45.2042,80.31,83,0,3.44,YT,1675802329
529,inuvik,68.3499,-133.7218,-24.74,68,100,3.44,CA,1675802330
530,bartica,6.4,-58.6167,84.52,71,36,6.31,GY,1675802330
531,banda aceh,5.5577,95.3222,77.59,84,98,6.22,ID,1675802274
532,caohai,26.8661,104.2841,38.28,94,39,2.06,CN,1675802331
533,dhali,10.5,77.1667,68.61,65,10,2.55,IN,1675802331
534,high level,58.5169,-117.136,32.11,55,20,10.36,CA,1675802331
535,arawa,-6.2132,155.5367,78.62,89,100,2.77,PG,1675802332
536,neuquen,-38.9516,-68.0591,97.95,8,0,12.08,AR,1675802048
537,tilichiki,60.4667,166.1,-27.53,92,41,9.84,RU,1675801860
538,pundaguitan,6.3711,126.1689,79.2,76,76,14.61,PH,1675802333
539,takoradi,4.8845,-1.7554,79.61,86,13,7.05,GH,1675802333
540,minas de barroteran,27.6333,-101.2833,77.54,20,4,20.2,MX,1675802333
541,chodziez,52.995,16.9198,26.31,91,15,2.95,PL,1675802334
542,serov,59.6033,60.5787,-6.95,99,61,3.6,RU,1675802334
543,santa marinella,42.0345,11.8536,37.71,59,0,5.28,IT,1675802334
544,aksha,50.2814,113.2867,-3.32,97,22,4.0,RU,1675802141
545,sao joao da barra,-21.6403,-41.0511,82.49,87,100,5.64,BR,1675802335
546,walvis bay,-22.9575,14.5053,67.15,82,35,6.91,NA,1675802335
547,peleduy,59.6289,112.7406,-8.25,100,100,2.13,RU,1675802336
548,ormara,25.2088,64.6357,70.81,69,1,8.1,PK,1675802336
549,paranavai,-23.0731,-52.4653,82.9,65,42,3.2,BR,1675802337
550,bara,10.3744,10.7288,77.5,19,27,11.36,NG,1675801940
551,kpandae,8.4689,-0.0113,87.75,42,98,4.47,GH,1675802337
552,talaya,61.3833,152.75,-41.48,100,100,1.16,RU,1675802253
553,wuwei,37.9281,102.6414,28.71,47,100,5.17,CN,1675802338
554,sena madureira,-9.0656,-68.6569,83.82,66,74,2.26,BR,1675802338
555,raudeberg,61.9875,5.1352,42.87,76,65,25.57,NO,1675802247
556,belen,36.4891,36.2233,32.61,59,47,6.87,TR,1675802339
557,daru,-9.0763,143.2092,75.69,93,100,10.94,PG,1675802339
558,whitehorse,60.7161,-135.0538,23.77,66,40,16.11,CA,1675802339
559,shetpe,44.1667,52.1167,38.12,72,100,17.52,KZ,1675802340
560,boyuibe,-20.4167,-63.2833,78.42,66,99,3.58,BO,1675802340
561,kavaratti,10.5669,72.642,79.92,71,95,11.65,IN,1675801898
562,svencionys,55.15,26.1667,25.02,88,96,5.53,LT,1675802341
563,ures,29.4333,-110.4,68.14,13,0,7.07,MX,1675802341
564,aykhal,66.0,111.5,-36.85,100,100,3.47,RU,1675802342
565,kokoda,-8.8785,147.7407,75.38,90,100,4.74,PG,1675802346
566,plettenberg bay,-34.0527,23.3716,67.37,86,100,2.55,ZA,1675802214
567,starokucherganovka,46.3248,47.9555,26.53,86,100,20.13,RU,1675802361
568,ossora,59.2353,163.0719,-15.59,86,99,5.44,RU,1675802363
569,saint-joseph,-21.3667,55.6167,77.38,82,81,13.2,RE,1675802364
570,vilyuysk,63.7553,121.6247,-38.61,100,100,0.49,RU,1675801969
571,dunmore town,25.5,-76.65,73.67,62,4,18.01,BS,1675802365
572,orodara,10.9492,-4.9342,81.52,17,84,4.09,BF,1675802365
573,mareeba,-17.0,145.4333,75.92,90,79,0.63,AU,1675802106
574,port augusta,-32.5,137.7667,73.29,32,0,4.99,AU,1675802295
575,marfino,55.7028,37.3822,21.45,73,75,8.95,RU,1675802368
576,ranot,7.7777,100.3213,78.22,79,60,6.82,TH,1675802370
577,anloga,5.7947,0.8973,81.37,81,57,11.3,GH,1675802370
578,maniitsoq,65.4167,-52.9,-2.34,91,97,8.95,GL,1675802371
579,ingleside,27.8778,-97.2117,77.23,100,0,14.97,US,1675802371
580,biscarrosse,44.3945,-1.1672,46.35,66,100,9.22,FR,1675802373
581,verkhnyaya inta,65.9811,60.3094,15.44,81,100,22.35,RU,1675802376
582,garzon,2.1959,-75.6278,81.27,57,77,3.98,CO,1675802377
583,yatsuo,36.5667,137.1333,40.23,79,100,1.99,JP,1675802377
584,perelyub,51.8667,50.3667,4.69,95,13,10.22,RU,1675802378
585,suntar,62.1444,117.6319,-31.61,98,100,1.32,RU,1675802131
